,Sentence1,Sentence2,Pair_ID,Sense1,Sense2,Verb,PairType
504,The computer saved the data.,The doctor saved the patient.,save1,convert or transform something,preserve or maintain something in its current state,save,different
505,The computer saved the data.,The scientists saved the datafile.,save10,convert or transform something,convert or transform something,save,same
506,The computer saved the document.,The computer saved the file.,save11,store or preserve something for future use,store or preserve something for future use,save,same
507,The doctor saved the patient.,The government saved the factory.,save12,preserve or maintain something in its current state,preserve or maintain something in its current state,save,same
508,The firefighters saved the house.,The firemen saved the building.,save13,prevent something from harm or danger,prevent something from harm or danger,save,same
509,The government saved the airline.,The trip saved the company.,save14,spend less than one expects to spend,spend less than one expects to spend,save,same
510,The computer saved the data.,The firefighters saved the house.,save2,convert or transform something,prevent something from harm or danger,save,different
511,The computer saved the data.,The government saved the airline.,save3,convert or transform something,spend less than one expects to spend,save,different
512,The computer saved the document.,The doctor saved the patient.,save4,store or preserve something for future use,preserve or maintain something in its current state,save,different
513,The computer saved the document.,The firefighters saved the house.,save5,store or preserve something for future use,prevent something from harm or danger,save,different
514,The computer saved the document.,The government saved the airline.,save6,store or preserve something for future use,spend less than one expects to spend,save,different
515,The doctor saved the patient.,The firefighters saved the house.,save7,preserve or maintain something in its current state,prevent something from harm or danger,save,different
516,The doctor saved the patient.,The government saved the airline.,save8,preserve or maintain something in its current state,spend less than one expects to spend,save,different
517,The firefighters saved the house.,The government saved the airline.,save9,prevent something from harm or danger,spend less than one expects to spend,save,different
518,The cat saw the mouse.,The people saw the accident.,see0,perceive with the eyes,observe or witness,see,different
519,The cat saw the mouse.,The police saw the suspects.,see1,perceive with the eyes,detect or notice,see,different
520,The boy saw the dogma.,The writer saw the characterization.,see10,envision or imagine,envision or imagine,see,same
521,The cat saw the mouse.,The cat saw the rat.,see11,perceive with the eyes,perceive with the eyes,see,same
522,The man saw the mistake.,The teacher saw the student.,see12,understand or comprehend,understand or comprehend,see,same
523,The people saw the accident.,The teacher saw the students.,see13,observe or witness,observe or witness,see,same
524,The police saw the burglars.,The police saw the suspects.,see14,detect or notice,detect or notice,see,same
525,The cat saw the mouse.,The teacher saw the student.,see2,perceive with the eyes,understand or comprehend,see,different
526,The cat saw the mouse.,The writer saw the characterization.,see3,perceive with the eyes,envision or imagine,see,different
527,The people saw the accident.,The police saw the suspects.,see4,observe or witness,detect or notice,see,different
528,The people saw the accident.,The teacher saw the student.,see5,observe or witness,understand or comprehend,see,different
529,The people saw the accident.,The writer saw the characterization.,see6,observe or witness,envision or imagine,see,different
530,The police saw the suspects.,The teacher saw the student.,see7,detect or notice,understand or comprehend,see,different
531,The police saw the suspects.,The writer saw the characterization.,see8,detect or notice,envision or imagine,see,different
532,The teacher saw the student.,The writer saw the characterization.,see9,understand or comprehend,envision or imagine,see,different
533,The boy sensed the danger.,The child sensed the meaning.,sense0,be sensible,understand,sense,different
534,The boy sensed the danger.,The man sensed the smell.,sense1,be sensible,perceive,sense,different
535,The author sensed the truth.,The boy sensed the danger.,sense10,be sensible,be sensible,sense,same
536,The baby sensed the smell.,The man sensed the smell.,sense11,perceive,perceive,sense,same
537,The child sensed the meaning.,The teacher sensed the students.,sense12,understand,understand,sense,same
538,The dog sensed the cat.,The people sensed the danger.,sense13,have a sense of,have a sense of,sense,same
539,The sentence sensed the rightness.,The teacher sensed the pupils.,sense14,make sense,make sense,sense,same
540,The boy sensed the danger.,The people sensed the danger.,sense2,be sensible,have a sense of,sense,different
541,The boy sensed the danger.,The teacher sensed the pupils.,sense3,be sensible,make sense,sense,different
542,The child sensed the meaning.,The man sensed the smell.,sense4,understand,perceive,sense,different
543,The child sensed the meaning.,The people sensed the danger.,sense5,understand,have a sense of,sense,different
544,The child sensed the meaning.,The teacher sensed the pupils.,sense6,understand,make sense,sense,different
545,The man sensed the smell.,The people sensed the danger.,sense7,perceive,have a sense of,sense,different
546,The man sensed the smell.,The teacher sensed the pupils.,sense8,perceive,make sense,sense,different
547,The people sensed the danger.,The teacher sensed the pupils.,sense9,have a sense of,make sense,sense,different
548,The children set the table.,The director set the scene.,set0,place or locate,determine or fix,set,different
549,The children set the table.,The government set the salary.,set1,place or locate,assign or allocate,set,different
550,The children set the table.,The teacher set the paperweight.,set10,place or locate,place or locate,set,same
551,The director set the scene.,The manager set the prices.,set11,determine or fix,determine or fix,set,same
552,The government set the salary.,The teacher set the homework.,set12,assign or allocate,assign or allocate,set,same
553,The teacher set the chairs.,The teacher set the examination.,set13,arrange or organize,arrange or organize,set,same
554,The teacher set the problem.,The thermostat set the heating.,set14,put into a particular state or condition,put into a particular state or condition,set,same
555,The children set the table.,The teacher set the chairs.,set2,place or locate,arrange or organize,set,different
556,The children set the table.,The teacher set the problem.,set3,place or locate,put into a particular state or condition,set,different
557,The director set the scene.,The government set the salary.,set4,determine or fix,assign or allocate,set,different
558,The director set the scene.,The teacher set the chairs.,set5,determine or fix,arrange or organize,set,different
559,The director set the scene.,The teacher set the problem.,set6,determine or fix,put into a particular state or condition,set,different
560,The government set the salary.,The teacher set the chairs.,set7,assign or allocate,arrange or organize,set,different
561,The government set the salary.,The teacher set the problem.,set8,assign or allocate,put into a particular state or condition,set,different
562,The teacher set the chairs.,The teacher set the problem.,set9,arrange or organize,put into a particular state or condition,set,different
563,The potter shaped the clay.,The sculptor shaped the marble.,shape0,to give it a particular form or figure to mold or fashion it into a specific shape or design,to give it a particular form or figure to mold or fashion it into a specific shape or design,shape,same
564,The archer shot the arrow.,The bullet shot the doorway.,shoot0,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.",shoot,different
565,The archer shot the arrow.,The candidate shot the speech.,shoot1,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot,different
566,The bullet shot the doorway.,The photographer shot the wedding.,shoot10,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.",shoot (photography) - to take a photograph using a camera.,shoot,different
567,The bullet shot the doorway.,The player shot the enemy.,shoot11,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.",shoot (computer) - to create or record a video game or other digital content using a computer.,shoot,different
568,The bullet shot the doorway.,The police shot the bankrobber.,shoot12,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.","shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot,different
569,The candidate shot the speech.,The guy shot the video.,shoot13,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot (video) - to record a video using a camera or other recording device.,shoot,different
570,The candidate shot the speech.,The photographer shot the picture.,shoot14,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.","shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot,different
571,The candidate shot the speech.,The photographer shot the wedding.,shoot15,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot (photography) - to take a photograph using a camera.,shoot,different
572,The candidate shot the speech.,The player shot the enemy.,shoot16,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot (computer) - to create or record a video game or other digital content using a computer.,shoot,different
573,The candidate shot the speech.,The police shot the bankrobber.,shoot17,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.","shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot,different
574,The guy shot the video.,The photographer shot the picture.,shoot18,shoot (video) - to record a video using a camera or other recording device.,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot,different
575,The guy shot the video.,The photographer shot the wedding.,shoot19,shoot (video) - to record a video using a camera or other recording device.,shoot (photography) - to take a photograph using a camera.,shoot,different
576,The archer shot the arrow.,The guy shot the video.,shoot2,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,shoot (video) - to record a video using a camera or other recording device.,shoot,different
577,The guy shot the video.,The player shot the enemy.,shoot20,shoot (video) - to record a video using a camera or other recording device.,shoot (computer) - to create or record a video game or other digital content using a computer.,shoot,different
578,The guy shot the video.,The police shot the bankrobber.,shoot21,shoot (video) - to record a video using a camera or other recording device.,"shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot,different
579,The photographer shot the picture.,The photographer shot the wedding.,shoot22,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot (photography) - to take a photograph using a camera.,shoot,different
580,The photographer shot the picture.,The player shot the enemy.,shoot23,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot (computer) - to create or record a video game or other digital content using a computer.,shoot,different
581,The photographer shot the picture.,The police shot the bankrobber.,shoot24,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.","shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot,different
582,The photographer shot the wedding.,The player shot the enemy.,shoot25,shoot (photography) - to take a photograph using a camera.,shoot (computer) - to create or record a video game or other digital content using a computer.,shoot,different
583,The photographer shot the wedding.,The police shot the bankrobber.,shoot26,shoot (photography) - to take a photograph using a camera.,"shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot,different
584,The player shot the enemy.,The police shot the bankrobber.,shoot27,shoot (computer) - to create or record a video game or other digital content using a computer.,"shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot,different
585,The archer shot the arrow.,The boy shot the pebble.,shoot28,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,shoot,same
586,The boy shot the ball.,The photographer shot the picture.,shoot29,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.","shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot,same
587,The archer shot the arrow.,The photographer shot the picture.,shoot3,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot,different
588,The bullet shot the doorway.,The rocket shot the launchpad.,shoot30,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.","shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.",shoot,same
589,The candidate shot the speech.,The speaker shot the opening.,shoot31,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.","shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot,same
590,The guy shot the video.,The shooter shot the footage.,shoot32,shoot (video) - to record a video using a camera or other recording device.,shoot (video) - to record a video using a camera or other recording device.,shoot,same
591,The kids shot the video.,The player shot the enemy.,shoot33,shoot (computer) - to create or record a video game or other digital content using a computer.,shoot (computer) - to create or record a video game or other digital content using a computer.,shoot,same
592,The photographer shot the scene.,The photographer shot the wedding.,shoot34,shoot (photography) - to take a photograph using a camera.,shoot (photography) - to take a photograph using a camera.,shoot,same
593,The police shot the bankrobber.,The soldier shot the enemy.,shoot35,"shoot (firearm) - to discharge a firearm, such as a gun or a rifle.","shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot,same
594,The archer shot the arrow.,The photographer shot the wedding.,shoot4,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,shoot (photography) - to take a photograph using a camera.,shoot,different
595,The archer shot the arrow.,The player shot the enemy.,shoot5,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,shoot (computer) - to create or record a video game or other digital content using a computer.,shoot,different
596,The archer shot the arrow.,The police shot the bankrobber.,shoot6,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,"shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot,different
597,The bullet shot the doorway.,The candidate shot the speech.,shoot7,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.","shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot,different
598,The bullet shot the doorway.,The guy shot the video.,shoot8,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.",shoot (video) - to record a video using a camera or other recording device.,shoot,different
599,The bullet shot the doorway.,The photographer shot the picture.,shoot9,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.","shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot,different
600,The bully shoved the nerds.,The guard shoved the prisoner.,shove0,move something or someone out of the way using physical force.,"force someone to do something they do not want to do, often using physical force or coercion.",shove,different
601,The bully shoved the nerds.,The man shoved the boy.,shove1,move something or someone out of the way using physical force.,push or force something or someone into a place or position using physical force.,shove,different
602,The boy shoved the girl.,The man shoved the boy.,shove10,push or force something or someone into a place or position using physical force.,push or force something or someone into a place or position using physical force.,shove,same
603,The bully shoved the nerds.,The man shoved the woman.,shove11,move something or someone out of the way using physical force.,move something or someone out of the way using physical force.,shove,same
604,The coach shoved the teamworkers.,The manager shoved the employee.,shove12,urge or encourage someone to do something with vigor or enthusiasm.,urge or encourage someone to do something with vigor or enthusiasm.,shove,same
605,The guard shoved the prisoner.,The policeman shoved the criminal.,shove13,"force someone to do something they do not want to do, often using physical force or coercion.","force someone to do something they do not want to do, often using physical force or coercion.",shove,same
606,The manager shoved the newcomer.,The nurse shoved the thermometer.,shove14,"insert or introduce something into a space or situation, often with a sense of force or urgency.","insert or introduce something into a space or situation, often with a sense of force or urgency.",shove,same
607,The bully shoved the nerds.,The manager shoved the employee.,shove2,move something or someone out of the way using physical force.,urge or encourage someone to do something with vigor or enthusiasm.,shove,different
608,The bully shoved the nerds.,The nurse shoved the thermometer.,shove3,move something or someone out of the way using physical force.,"insert or introduce something into a space or situation, often with a sense of force or urgency.",shove,different
609,The guard shoved the prisoner.,The man shoved the boy.,shove4,"force someone to do something they do not want to do, often using physical force or coercion.",push or force something or someone into a place or position using physical force.,shove,different
610,The guard shoved the prisoner.,The manager shoved the employee.,shove5,"force someone to do something they do not want to do, often using physical force or coercion.",urge or encourage someone to do something with vigor or enthusiasm.,shove,different
611,The guard shoved the prisoner.,The nurse shoved the thermometer.,shove6,"force someone to do something they do not want to do, often using physical force or coercion.","insert or introduce something into a space or situation, often with a sense of force or urgency.",shove,different
612,The man shoved the boy.,The manager shoved the employee.,shove7,push or force something or someone into a place or position using physical force.,urge or encourage someone to do something with vigor or enthusiasm.,shove,different
613,The man shoved the boy.,The nurse shoved the thermometer.,shove8,push or force something or someone into a place or position using physical force.,"insert or introduce something into a space or situation, often with a sense of force or urgency.",shove,different
614,The manager shoved the employee.,The nurse shoved the thermometer.,shove9,urge or encourage someone to do something with vigor or enthusiasm.,"insert or introduce something into a space or situation, often with a sense of force or urgency.",shove,different
615,The boy slapped the girl.,The man slapped the child.,slap0,to strike someone with an open hand often with a loud noise and a bit of force,to strike someone with an open hand often with a loud noise and a bit of force,slap,same
616,The criminal stabbed the victim.,The killer stabbed the victim.,stab0,to pierce or penetrate something with a sharp object such as a knife or a sword,to pierce or penetrate something with a sharp object such as a knife or a sword,stab,same
617,The cat stretched the string.,The girl stretched the rubberband.,stretch0,to extend or elongate something such as a piece of fabric or a persons limbs by pulling or drawing it in various directions,to extend or elongate something such as a piece of fabric or a persons limbs by pulling or drawing it in various directions,stretch,same
618,The boy tossed the ball.,The kid tossed the ball.,toss0,to throw or hurl something carelessly or casually often with a sense of playfulness or indifference,to throw or hurl something carelessly or casually often with a sense of playfulness or indifference,toss,same
619,The audience understood the message.,The president understood the problems.,understand0,embrace,penetrate,understand,different
620,The audience understood the message.,The professor understood the article.,understand1,embrace,clarify,understand,different
621,The professor understood the article.,The students understood the teacher.,understand10,clarify,appreciate,understand,different
622,The professor understood the article.,The teacher understood the poem.,understand11,clarify,interpret,understand,different
623,The student understood the lesson.,The students understood the teacher.,understand12,comprehend,appreciate,understand,different
624,The student understood the lesson.,The teacher understood the poem.,understand13,comprehend,interpret,understand,different
625,The students understood the teacher.,The teacher understood the poem.,understand14,appreciate,interpret,understand,different
626,The audience understood the message.,The woman understood the idea.,understand15,embrace,embrace,understand,same
627,The doctor understood the patient.,The students understood the teacher.,understand16,appreciate,appreciate,understand,same
628,The lecturer understood the textbook.,The professor understood the article.,understand17,clarify,clarify,understand,same
629,The president understood the problems.,The prosecution understood the defendant.,understand18,penetrate,penetrate,understand,same
630,The student understood the lesson.,The teacher understood the children.,understand19,comprehend,comprehend,understand,same
631,The audience understood the message.,The student understood the lesson.,understand2,embrace,comprehend,understand,different
632,The teacher understood the poem.,The teacher understood the students.,understand20,interpret,interpret,understand,same
633,The audience understood the message.,The students understood the teacher.,understand3,embrace,appreciate,understand,different
634,The audience understood the message.,The teacher understood the poem.,understand4,embrace,interpret,understand,different
635,The president understood the problems.,The professor understood the article.,understand5,penetrate,clarify,understand,different
636,The president understood the problems.,The student understood the lesson.,understand6,penetrate,comprehend,understand,different
637,The president understood the problems.,The students understood the teacher.,understand7,penetrate,appreciate,understand,different
638,The president understood the problems.,The teacher understood the poem.,understand8,penetrate,interpret,understand,different
639,The professor understood the article.,The student understood the lesson.,understand9,clarify,comprehend,understand,different
640,The author wrote the book.,The secretary wrote the letter.,write0,to record or put something in written form,to record or put something in written form,write,same
