,verb,sense_id,sense,sentence_id,sentence,seed,surprisal,temp
1023,write,write.01,set pen to paper,write.01_6,the students wrote the answers ,47.0,31.282573699951172,0.8
1024,drop,drop.01,"go down, cause to fall",drop.01_6,the airplane dropped the bombs ,47.0,44.61577606201172,0.8
1025,drop,drop.05,"remove, end",drop.05_6,the rain dropped the ballgame ,47.0,52.30364990234375,0.8
1026,drop,drop.06,"give, esp. names, mention in an offhand way",drop.06_6,the novel dropped the pointydewlinsmithsnameinatheverybeginningofchapterthreeashewasnothere,47.0,126.14759826660156,0.8
1027,drop,drop.07,spend money,drop.07_6,the money dropped the money ,49.0,73.68645477294922,0.8
1028,roll,roll.01,"move in circular fashion, onward rotational motion",roll.01_6,the tumbling rolled the ballon ,47.0,111.50333404541016,0.8
1029,fire,fire.01,fire a gun,fire.01_6,the suspect fired the weapon ,47.0,29.735353469848633,0.8
1030,fire,fire.02,cause to cease employment,fire.02_6,the boss fired the employee ,49.0,23.534305572509766,0.8
1031,fire,fire.03,cause to burn or bake,fire.03_6,the baker fired the breads ,47.0,28.966392517089844,0.8
1032,fire,fire.04,fuel or ignite,fire.04_6,the carburetor fired the pistons ,47.0,38.137508392333984,0.8
1033,sack,sack.01,cause defeat in by terminating employment or otherwise pillaging/ conquering,sack.01_6,the coach sacked the entire ,48.0,41.50886535644531,0.8
1034,fold,fold.01,mix ingredients gently,fold.01_6,the recipe folded the eggsintoaflourandmilkmixthatwasbakedtoavisualcakelikeappearancebutthatt,48.0,93.66094207763672,0.8
1035,fold,fold.02,fold hands,fold.02_6,the preacher folded the congregation ,47.0,59.785953521728516,0.8
1036,fold,fold.03,origami,fold.03_6,the origami folded the sheet ,50.0,58.263954162597656,0.8
1037,fold,fold.06,(terminate) a failing business,fold.06_6,the firm folded the departmentalized ,47.0,71.56169128417969,0.8
1038,stretch,stretch.01,"extend, lengthen",stretch.01_6,the musician stretched the cordedstringofhisinstrumenttoseththecorrecttonebeforeplayingit ,47.0,88.17717742919922,0.8
1039,hack,hack.01,chop sloppily,hack.01_6,the butcher hacked the carcasses ,51.0,41.32661056518555,0.8
1040,hack,hack.03,remove pieces,hack.03_6,the programmer hacked the code ,47.0,29.194780349731445,0.8
1041,hack,hack.04,"computer work, breaking into, as on a computer",hack.04_6,the hacker hacked the company ,48.0,44.60313034057617,0.8
1042,hack,hack.06,"succeed, manage",hack.06_6,the programmer hacked the problematic ,49.0,49.87130355834961,0.8
1043,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_6,the little chopped the gumdrop ,47.0,58.839168548583984,0.8
1044,hit,hit.01,strike,hit.01_6,the ball hit the batters ,54.0,31.192981719970703,0.8
1045,hit,hit.02,"reach, encounter",hit.02_6,the man hit the woman ,47.0,27.013790130615234,0.8
1046,hit,hit.03,"go to, turn to",hit.03_6,the film hit the nailerotomaticaly ,47.0,59.687583923339844,0.8
1047,kick,kick.01,drive or impel with the foot,kick.01_6,the player kicked the ball ,47.0,35.931312561035156,0.8
1048,kill,kill.01,"cause to die, murder",kill.01_6,the killer killed the victim ,48.0,39.88051986694336,0.8
1049,kill,kill.03,"do well, win, accomplish some task",kill.03_6,the footballers killed the match ,53.0,46.69591522216797,0.8
1050,kill,kill.04,pass the time by engaging in some activity,kill.04_6,the children killed the afternoon ,48.0,41.00016784667969,0.8
1051,murder,murder.01,cause to die,murder.01_6,the defendant murdered the victim ,49.0,25.234516143798828,0.8
1052,know,know.01,"be cognizant of, realize",know.01_6,the government knew the warrantlesstappingwasunconstitutionalbutdiditanywayinordertoaccomplishtheirintention,47.0,95.79569244384766,0.8
1053,know,know.02,kennen,know.02_6,the sentence knew the kenning ,48.0,62.08454895019531,0.8
1054,know,know.03,"have an ability, skill, or know-how",know.03_6,the newbie knew the commandingofficerbutnotthefirstsergeant ,47.0,75.2813949584961,0.8
1055,know,know.04,"recognize, differentiate",know.04_6,the patient knew the symptoms ,47.0,32.05776596069336,0.8
1056,know,know.05,"Biblical sense, to have sex with",know.05_6,the king knew the queen ,49.0,28.03989028930664,0.8
1057,understand,understand.01,"understand, comprehending",understand.01_6,the youngest understood the poem ,47.0,52.42912673950195,0.8
1058,meet,meet.01,"arrive at, achieve",meet.01_6,the student met the teacher ,47.0,44.785400390625,0.8
1059,meet,meet.02,"kennenlernen-- come upon, become acquainted with initially",meet.02_6,the two met the evening ,48.0,75.32267761230469,0.8
1060,meet,meet.03,"get together (with), come together spatially, get together",meet.03_6,the sentences met the iguana ,47.0,78.92871856689453,0.8
1061,meet,meet.05,"answer, respond to",meet.05_6,the questions met the concerns ,47.0,38.119537353515625,0.8
1062,encounter,encounter.01,to meet unexpectedly,encounter.01_6,the policeman encountered the thieves ,47.0,45.862579345703125,0.8
1063,pass,pass.01,bill becomes law,pass.01_6,the legislature passed the measure ,55.0,28.41196060180664,0.8
1064,pass,pass.02,overtake,pass.02_6,the runner passed the turtle ,47.0,41.212127685546875,0.8
1065,pass,pass.04,allow to go by,pass.04_6,the newcomer passed the audition ,47.0,53.16306686401367,0.8
1066,pass,pass.05,give,pass.05_6,the clerk passed the tickets ,47.0,28.918102264404297,0.8
1067,pass,pass.08,push through a passage (like a clot),pass.08_6,the stone passed the throat ,47.0,45.26097106933594,0.8
1068,toss,toss.01,"throw randomly or toss dough, glances, throw randomly, throwing, perhaps underhand or casually",toss.01_6,the waiter tossed the salad ,48.0,39.000423431396484,0.8
1069,pinch,pinch.01,squeeze tightly to cause pain,pinch.01_6,the boy pinched the girl ,48.0,40.69281005859375,0.8
1070,pinch,pinch.02,slangy steal,pinch.02_6,the chancellor pinched the idea ,47.0,56.70736312866211,0.8
1071,pinch,pinch.04,be miserly,pinch.04_6,the old pinched the budgetary ,48.0,86.11482238769531,0.8
1072,pinch,pinch.05,arrest or capture,pinch.05_6,the police pinched the escaped ,50.0,46.73967361450195,0.8
1073,grab,grab.01,"to capture, obtain, taking hold of",grab.01_6,the police grabbed the criminal ,48.0,39.36134719848633,0.8
1074,pitch,pitch.01,throw,pitch.01_6,the boy pitched the ball ,55.0,35.6224365234375,0.8
1075,pitch,pitch.02,set a musical tone,pitch.02_6,the composer pitched the soprano ,47.0,38.2778205871582,0.8
1076,pitch,pitch.04,advertise in strongly positive terms,pitch.04_6,the newest pitched the product ,49.0,63.75141906738281,0.8
1077,chuck,chuck.01,"to throw, give up",chuck.01_6,the little chucked the ballintrerestedlyintoauburnwoodenbinbesideanemptygarbagecaninatownparkac,47.0,137.84249877929688,0.8
1078,post,post.01,"cf report, put up for public view",post.01_6,the sentence posted the wrongsdoings ,47.0,73.71944427490234,0.8
1079,post,post.02,tell someone news as it comes in,post.02_6,the wording posted the information ,47.0,65.80194091796875,0.8
1080,post,post.03,"assign to a post, station somewhere",post.03_6,the military posted the soldierlywomanlymanlymanfulwomansoldierfulwomanishlytohershehimheritothem,47.0,103.0355224609375,0.8
1081,post,post.04,send via the postal service,post.04_6,the postman posted the letterboxes ,49.0,34.8531379699707,0.8
1082,mail,mail.01,send,mail.01_6,the teacher mailed the students ,49.0,42.041011810302734,0.8
1083,push,push.01,(try to) cause motion,push.01_6,the wind pushed the tree ,48.0,37.87010955810547,0.8
1084,push,push.02,"force, impelled action",push.02_6,the snow pushed the little ,47.0,46.5362663269043,0.8
1085,push,push.04,"advocate or advertise, advocate",push.04_6,the newest pushed the drugstore ,49.0,69.24214935302734,0.8
1086,shove,shove.01,push harshly,shove.01_6,the police shoved the protester ,48.0,29.773988723754883,0.8
1087,reach,reach.01,"arrive at an end state, outcome or destination, get to, attain",reach.01_6,the car reached the bridge ,53.0,28.910139083862305,0.8
1088,reach,reach.02,get in contact with (often over the phone),reach.02_6,the number reached the office ,47.0,96.55198669433594,0.8
1089,reach,reach.03,"stretch, grasp, move (as if a limb) outwards toward a goal",reach.03_6,the pitcher reached the basepath ,47.0,47.465389251708984,0.8
1090,phone,phone.01,to telephone,phone.01_6,the verb phoned the word ,48.0,49.41227722167969,0.8
1091,recall,recall.01,manufactured defect,recall.01_6,the car recalled the problematic ,48.0,89.23027038574219,0.8
1092,recall,recall.02,remember,recall.02_6,the professor recalled the namesakeofhisclassroominwhichhehadstudiedduringthefirstyearsifthisuniversitydegreeandthens,47.0,110.98736572265625,0.8
1093,recall,recall.03,ask or order to go/come back,recall.03_6,the captain recalled the crewmen ,49.0,33.39813232421875,0.8
1094,remove,remove.01,remove,remove.01_6,the person removed the screws ,47.0,46.64954376220703,0.8
1095,save,save.01,keep from spending,save.01_6,the boy saved the money ,49.0,30.832197189331055,0.8
1096,save,save.02,desperate peril sense,save.02_6,the little saved the housekeeping ,47.0,60.61058044433594,0.8
1097,save,save.03,"collect, accrue, save up (non phrasal, though)",save.03_6,the boy saved the coins ,49.0,45.72869873046875,0.8
1098,earn,earn.01,wages,earn.01_6,the payroll earned the company ,47.0,84.68804931640625,0.8
1099,see,see.01,view,see.01_6,the carrot saw the rainbow ,47.0,54.67951202392578,0.8
1100,see,see.04,ensure,see.04_6,the minister saw the moneybag ,49.0,45.621177673339844,0.8
1101,see,see.05,date casually,see.05_6,the wording saw the sunset ,49.0,73.32266235351562,0.8
1102,see,see.09,visit/consultation by medical professional,see.09_6,nan,,,
1103,sense,sense.01,perceive,sense.01_6,the youngsters sensed the scarynessnessnessessssssssssssssssssssssssssssssssssssssssss,47.0,75.212158203125,0.8
1104,set,set.01,"put, place",set.01_6,the setting set the moodsweatherwindsunsetseasonsnightsightingstarsplanetscoronacometsatelliteartific,47.0,109.01824188232422,0.8
1105,set,set.02,establish,set.02_6,the city set the minimum ,49.0,44.274784088134766,0.8
1106,set,set.08,"make ready, assign a task to, ready for action",set.08_6,the doctor set the patient ,47.0,41.54611587524414,0.8
1107,set,set.14,"make ready, prepare",set.14_6,the cook set the table ,48.0,23.772846221923828,0.8
1108,place,place.01,put in a location,place.01_6,the doctor placed the needle ,47.0,40.73766326904297,0.8
1109,shoot,shoot.01,propel projectile,shoot.01_6,the sharpshooter shot the arrowheadsatheirtargetswithgreataccuracyandprecisionduringhisperformanceintod,47.0,84.04084777832031,0.8
1110,shoot,shoot.02,kill with gun,shoot.02_6,the president shot the intruder ,47.0,42.57312774658203,0.8
1111,shoot,shoot.03,record on film,shoot.03_6,the camera shot the scene ,51.0,61.17560577392578,0.8
1112,shoot,shoot.06,move very rapidly,shoot.06_6,the jet shot the bubblegum ,47.0,60.00285339355469,0.8
1113,stab,stab.01,"poke with sharp object, perhaps fatally, metaphorically try something",stab.01_6,the thorn stabbed the cameltoe ,47.0,59.25428771972656,0.8
1114,mock,mock.01,make fun of,mock.01_6,the kids mocked the oldmanforhislonghairandweirdclothes ,51.0,67.73650360107422,0.8
1115,permit,permit.01,"permit, let, allow",permit.01_6,the manager permitted the employees ,48.0,41.66752624511719,0.8
1116,battle,battle.01,fight (with),battle.01_6,the two battled the stormy ,48.0,54.1556396484375,0.8
1117,bump,bump.01,hit gently,bump.01_6,the baby bumped the sidewalk ,48.0,44.1773567199707,0.8
1118,bump,bump.02,move slightly,bump.02_6,the door bumped the wall ,48.0,24.773521423339844,0.8
1119,clip,clip.01,"to cut, cut off, or cut out",clip.01_6,the news clipped the interestingly ,47.0,87.14054870605469,0.8
1120,clip,clip.03,hit very slightly on the edge,clip.03_6,the referee clipped the footballers ,47.0,36.417274475097656,0.8
1121,tear,tear.01,"to pull apart, separate forcefully",tear.01_6,the cloth tore the paperwork ,47.0,57.441871643066406,0.8
1122,tear,tear.02,"to rush, move hurriedly, rushing",tear.02_6,the old tore the gate ,47.0,68.75361633300781,0.8
1123,arrange,arrange.01,build,arrange.01_6,the government arranged the newborns ,48.0,51.80424499511719,0.8
1124,drive,drive.01,drive or be driven around in a vehicle,drive.01_6,the car drove the mancrazy ,48.0,37.03312683105469,0.8
1125,drive,drive.02,"cause to move or become, impelled, inspired",drive.02_6,the newfoundationalists drove the newfoundationistmistakeswereinspiredbytheirownpastmistakesandnotthose,51.0,97.18351745605469,0.8
1126,order,order.01,impelled action,order.01_6,the soldier ordered the other ,47.0,44.99650573730469,0.8
1127,order,order.02,request to be delivered,order.02_6,the teacher ordered the books ,47.0,27.949203491210938,0.8
1128,drain,drain.01,"unfill, empty",drain.01_6,the rain drained the reservoirs ,47.0,53.397621154785156,0.8
1129,line,line.01,"provide a lining, accompany in line-like fashion",line.01_6,the hulls lined the masts ,47.0,53.739139556884766,0.8
1130,line,line.03,puts lines on,line.03_6,the linebacker lined the wideout ,48.0,36.15773010253906,0.8
1131,split,split.01,"divide, separate",split.01_6,the family split the profits ,47.0,46.16794967651367,0.8
1132,split,split.02,"leave, depart",split.02_6,the couple split the wife ,48.0,61.55858612060547,0.8
1133,design,design.01,design,design.01_6,the computer designed the new ,47.0,45.79297637939453,0.8
1134,bounce,bounce.01,"boing boing boing,",bounce.01_6,the bouncy bounced the ballisticly ,53.0,78.40835571289062,0.8
1135,dismiss,dismiss.01,"remove, release",dismiss.01_6,the teacher dismissed the student ,48.0,25.587980270385742,0.8
1136,dismiss,dismiss.02,label contemptuously,dismiss.02_6,the company dismissed the claimantas ,47.0,47.454246520996094,0.8
1137,shrink,shrink.01,become or make smaller,shrink.01_6,the bureaucrat shrank the budgetary ,47.0,57.62967300415039,0.8
1138,scratch,scratch.02,"cut shallowly, rake the surface sharply",scratch.02_6,the horse scratched the ground ,47.0,43.570220947265625,0.8
1139,scratch,scratch.04,search,scratch.04_6,the thief scratched the safe ,47.0,44.94498062133789,0.8
1140,smash,smash.01,break violently,smash.01_6,the hammer smashed the glasses ,47.0,44.680965423583984,0.8
1141,butcher,butcher.01,cut up meat for sale,butcher.01_6,the butchers butchered the cows ,47.0,42.05461883544922,0.8
1142,recognize,recognize.01,applaud/give accolades to,recognize.01_6,the audience recognized the actorly ,48.0,51.56884765625,0.8
1143,recognize,recognize.02,acknowledge as true/familiar,recognize.02_6,the judge recognized the defendantasoneofherclientsinahotelroomcasebutdidthenotmentionitinthecourtroomsinceit,48.0,95.53604125976562,0.8
1144,discover,discover.01,find (out),discover.01_6,the meaningfulness discovered the authorship ,47.0,96.93252563476562,0.8
1145,throw,throw.01,"throw, sending through the air, manually, projection of an object through space",throw.01_6,the pitcher threw the baseball ,51.0,25.85114288330078,0.8
1146,throw,throw.03,hold,throw.03_6,the police threw the prisoner ,48.0,29.635644912719727,0.8
1147,steal,steal.01,to commit theft,steal.01_6,the policeman stole the thiefsiesmackediesnacksiesmacksiesnacksiesmackesiesmackiesnacks,47.0,84.69429779052734,0.8
1148,slam,slam.01,throw violently,slam.01_6,the door slammed the dog ,48.0,57.655540466308594,0.8
1149,slam,slam.02,hit hard,slam.02_6,the door slammed the ballplayer ,48.0,64.0144271850586,0.8
1150,deliver,deliver.01,"give, send",deliver.01_6,the mailman delivered the letter ,48.0,38.42240905761719,0.8
1151,deliver,deliver.101,"give birth, assist in giving birth, giving birth or assisting in giving birth",deliver.101_6,the woman delivered the baby ,53.0,24.824981689453125,0.8
1152,carry,carry.01,"bring with, have",carry.01_6,the weightlifter carried the barbell ,47.0,57.5706672668457,0.8
1153,find,find.01,discovery,find.01_6,the discovery found the scientists ,48.0,37.94673156738281,0.8
1154,find,find.02,adjudge,find.02_6,the judge found the man ,51.0,36.05656433105469,0.8
1155,discharge,discharge.01,"remove supply, as with electricity",discharge.01_6,the charge discharged the firecracker ,47.0,41.80601501464844,0.8
1156,discharge,discharge.101,"to release, release from a location (not stuff being released itself)",discharge.101_6,the nurse discharged the patient ,47.0,26.335691452026367,0.8
1157,secure,secure.01,get,secure.01_6,the police secured the bank ,48.0,26.942909240722656,0.8
1158,secure,secure.02,"make secure, literally or figuratively",secure.02_6,the nail secured the loose ,47.0,47.574405670166016,0.8
1159,notice,notice.01,become aware of,notice.01_6,the cat noticed the mouse ,48.0,40.28566360473633,0.8
1160,mount,mount.01,intentional climber,mount.01_6,the mountaineer mounted the cliffside ,48.0,32.769344329833984,0.8
1161,mount,mount.03,"erect, construct",mount.03_6,the soldiers mounted the newest ,47.0,37.03892135620117,0.8
1162,poison,poison.01,"kill via poison, kill or make sick via poison",poison.01_6,the man poisoned the dog ,48.0,39.11717224121094,0.8
1163,poison,poison.02,put poison on/in something,poison.02_6,the sergeant poisoned the bottles ,47.0,34.30077362060547,0.8
1164,abuse,abuse.01,"mistreat a person or animal, often repeatedly, with violence or with cruelty",abuse.01_7,the abusive abused the abuser ,48.0,64.218994140625,0.8
1165,abuse,abuse.02,use (something) to bad effect or for a bad purpose,abuse.02_7,the company abused the trustedness ,48.0,57.355438232421875,0.8
1166,abuse,abuse.03,use offending language,abuse.03_7,the children abused the teacher ,49.0,28.55099868774414,0.8
1167,insult,insult.01,"call names, disparaging",insult.01_7,the coach insulted the players ,49.0,40.216278076171875,0.8
1168,allow,allow.01,let,allow.01_7,the wording allowed the students ,49.0,54.60426330566406,0.8
1169,allow,allow.02,allocate,allow.02_7,the company allowed the manager ,48.0,73.6428451538086,0.8
1170,allow,allow.03,admit truth of proposition,allow.03_7,the statement allowed the following ,50.0,55.449851989746094,0.8
1171,approve,approve.01,assent to,approve.01_7,the board approved the project ,48.0,25.326692581176758,0.8
1172,beat,beat.01,strike,beat.01_7,the boy beat the girl ,48.0,25.155059814453125,0.8
1173,beat,beat.02,(cause) pulsating motion that often makes sound,beat.02_7,the noise beat the drumheads ,49.0,40.932132720947266,0.8
1174,beat,beat.03,win over some competitor,beat.03_7,the homecomingcomingqueen beat the runnerupforcrowninghonorsbyonevoteinasecondballotaftervotecountingerrorsleft,49.0,94.06421661376953,0.8
1175,slap,slap.01,hit with a flat object,slap.01_7,the referee slapped the boxer ,48.0,39.32339859008789,0.8
1176,belt,belt.01,sing loudly and forcefully,belt.01_7,the chorus belted the anthem ,49.0,30.933916091918945,0.8
1177,belt,belt.02,"deliver a blow to, possibly with a belt",belt.02_7,the teacher belted the child ,48.0,26.5340518951416,0.8
1178,belt,belt.03,fasten with a belt,belt.03_7,the police belted the suspects ,48.0,43.79521942138672,0.8
1179,button,button.01,fasten the buttons on,button.01_7,the children buttoned the buttons ,48.0,28.958553314208984,0.8
1180,break,break.01,"break, cause to not be whole",break.01_7,the wind broke the windowpane ,49.0,27.31216812133789,0.8
1181,break,break.13,"happen, come to light, onset, beginning",break.13_7,the breakdowns broke the newsflashes ,48.0,54.552825927734375,0.8
1182,break,break.16,separate one entity from another,break.16_7,the glass broke the fall ,48.0,28.898082733154297,0.8
1183,break,break.18,"violate (the law, an oath, trust, etc)",break.18_7,the government broke the law ,48.0,27.434730529785156,0.8
1184,burn,burn.01,(cause to) be on fire,burn.01_7,the candle burned the tablecloth ,51.0,41.89906311035156,0.8
1185,box,box.01,"to store in a box, put in a box to store",box.01_7,the boxes boxed the glasses ,48.0,45.23521423339844,0.8
1186,box,box.02,"enclosing (/being enclosed), forming an enclosure",box.02_7,the boxer boxed the ringers ,53.0,51.63481521606445,0.8
1187,box,box.03,"fight, boxing style",box.03_7,the verb boxed the nouns ,49.0,48.007843017578125,0.8
1188,fight,fight.01,fight,fight.01_7,the people fought the warringlords ,49.0,39.34717559814453,0.8
1189,build,build.01,construct,build.01_7,the engineers built the bridge ,49.0,25.429149627685547,0.8
1190,build,build.02,grow,build.02_7,the plant built the buds ,48.0,63.62443923950195,0.8
1191,build,build.03,include,build.03_7,the building built the carpeting ,48.0,57.16237258911133,0.8
1192,shape,shape.01,shape,shape.01_7,the shapeshifter shaped the clay ,49.0,35.315284729003906,0.8
1193,cast,cast.01,"throw outward, throw (dice, fishing lines, shadows)",cast.01_7,the magician cast the spell ,49.0,38.75454330444336,0.8
1194,cast,cast.02,"name, assign a role",cast.02_7,the director cast the partingstarsopranoinatheleadingroleofthemusicalsopranowhichwasbeingdirectedby,48.0,84.55152893066406,0.8
1195,cast,cast.03,make 3d reproductions from a mold,cast.03_7,the wax cast the face ,49.0,37.088340759277344,0.8
1196,cast,cast.04,bandage in plaster,cast.04_7,the doctor cast the maniculae ,51.0,44.612693786621094,0.8
1197,launch,launch.01,"set off, introduce, bring up, start, take off",launch.01_7,the government launched the newest ,49.0,46.70233154296875,0.8
1198,catch,catch.01,get,catch.01_7,the ball caught the boy ,48.0,28.423049926757812,0.8
1199,catch,catch.02,"come upon, find",catch.02_7,the wording caught the attentionofaheadlineeditorinadailynewspaperofficeandwaspublishedasatopstoryinthenewsprinted,49.0,100.29592895507812,0.8
1200,catch,catch.03,trap,catch.03_7,the mouse caught the trap ,48.0,23.461021423339844,0.8
1201,fetch,fetch.01,bring (back),fetch.01_7,the cat fetched the toy ,101.0,28.17840003967285,0.8
1202,clear,clear.01,"clean, make clear or open",clear.01_7,the windows cleared the misty ,49.0,55.16628646850586,0.8
1203,clear,clear.02,"approve, permit",clear.02_7,the mayor cleared the newswoman ,48.0,40.79209899902344,0.8
1204,clear,clear.03,"escape, avoid, get past or through",clear.03_7,the prisoner cleared the hurdle ,51.0,43.70174026489258,0.8
1205,clean,clean.01,to free from dirt,clean.01_7,the floor cleaned the dust ,48.0,34.03077697753906,0.8
1206,cover,cover.01,"has responsibility for, handles, insures, accounts for",cover.01_7,the bank covered the accounting ,48.0,41.21344757080078,0.8
1207,cover,cover.02,"smear, put over, spreading across",cover.02_7,the cat covered the floorboards ,49.0,35.545833587646484,0.8
1208,cover,cover.03,broadcast,cover.03_7,the band covered the song ,49.0,30.766407012939453,0.8
1209,coat,coat.01,"cover, apply something to a surface",coat.01_7,the car coated the streetcar ,51.0,64.57655334472656,0.8
1210,crash,crash.01,"to break, undergo damage, possibly producing a characteristic sound, possibly resulting in a sound",crash.01_7,the car crashed the driverless ,51.0,66.14425659179688,0.8
1211,crash,crash.02,"to enter uninvited, invite oneself in",crash.02_7,the salesman crashed the meeting ,49.0,29.052021026611328,0.8
1212,crash,crash.04,"fall asleep heavily, maybe someplace other than home",crash.04_7,the kids crashed the carrotcake ,48.0,47.410335540771484,0.8
1213,chip,chip.01,break off small pieces,chip.01_7,the boy chipped the paintwork ,49.0,44.707645416259766,0.8
1214,draw,draw.01,"art, the action of illustrating/making pictures with a writing implement",draw.01_7,the artist drew the sketches ,51.0,43.11492156982422,0.8
1215,draw,draw.02,"pull, extract, withdraw",draw.02_7,the nail drew the bloodstain ,48.0,42.02323913574219,0.8
1216,draw,draw.05,brandish a weapon,draw.05_7,the robber drew the gun ,48.0,27.84741973876953,0.8
1217,write,write.01,set pen to paper,write.01_7,the author wrote the novel ,48.0,36.76882553100586,0.8
1218,drop,drop.01,"go down, cause to fall",drop.01_7,the ball dropped the ball ,48.0,69.71542358398438,0.8
1219,drop,drop.05,"remove, end",drop.05_7,the company dropped the practice ,48.0,41.77635192871094,0.8
1220,drop,drop.06,"give, esp. names, mention in an offhand way",drop.06_7,the author dropped the namees ,48.0,71.77979278564453,0.8
1221,drop,drop.07,spend money,drop.07_7,the company dropped the costumer ,50.0,82.35340881347656,0.8
1222,roll,roll.01,"move in circular fashion, onward rotational motion",roll.01_7,the wheel rolled the wagon ,48.0,72.64237976074219,0.8
1223,fire,fire.01,fire a gun,fire.01_7,the man fired the gun ,48.0,23.956417083740234,0.8
1224,fire,fire.02,cause to cease employment,fire.02_7,the company fired the worker ,51.0,38.556114196777344,0.8
1225,fire,fire.03,cause to burn or bake,fire.03_7,the fireman fired the oven ,48.0,39.18900680541992,0.8
1226,fire,fire.04,fuel or ignite,fire.04_7,the fireman fired the furnace ,48.0,41.811988830566406,0.8
1227,sack,sack.01,cause defeat in by terminating employment or otherwise pillaging/ conquering,sack.01_7,the headmaster sacked the mathsteacher ,49.0,54.88711166381836,0.8
1228,fold,fold.01,mix ingredients gently,fold.01_7,the batter folded the cocoaintoithecakebattertowardstheendofthemixingprocess ,49.0,72.09233856201172,0.8
1229,fold,fold.02,fold hands,fold.02_7,the children folded the teacher ,48.0,36.599300384521484,0.8
1230,fold,fold.03,origami,fold.03_7,the paper folded the other ,51.0,59.682193756103516,0.8
1231,fold,fold.06,(terminate) a failing business,fold.06_7,the company folded the projector ,48.0,51.65739440917969,0.8
1232,stretch,stretch.01,"extend, lengthen",stretch.01_7,the rubber stretched the farther ,48.0,79.39177703857422,0.8
1233,hack,hack.01,chop sloppily,hack.01_7,the gardener hacked the hedgebacks ,53.0,38.218994140625,0.8
1234,hack,hack.03,remove pieces,hack.03_7,the carpenter hacked the chairlegs ,48.0,37.90532302856445,0.8
1235,hack,hack.04,"computer work, breaking into, as on a computer",hack.04_7,the hackers hacked the networked ,49.0,48.87334442138672,0.8
1236,hack,hack.06,"succeed, manage",hack.06_7,the students hacked the system ,51.0,30.07891273498535,0.8
1237,chop,chop.01,"cut up, (attempt to) cut with a chopping motion",chop.01_7,the man chopped the onion ,48.0,53.59515380859375,0.8
1238,hit,hit.01,strike,hit.01_7,the baseball hit the fence ,55.0,23.572067260742188,0.8
1239,hit,hit.02,"reach, encounter",hit.02_7,the train hit the tunnel ,49.0,38.57373046875,0.8
1240,hit,hit.03,"go to, turn to",hit.03_7,the sun hit the horizon ,48.0,38.60234832763672,0.8
1241,kick,kick.01,drive or impel with the foot,kick.01_7,the wind kicked the leaves ,48.0,25.757837295532227,0.8
1242,kill,kill.01,"cause to die, murder",kill.01_7,the prisoner killed the guardian ,49.0,34.588104248046875,0.8
1243,kill,kill.03,"do well, win, accomplish some task",kill.03_7,the baseball killed the popcorn ,55.0,41.52549362182617,0.8
1244,kill,kill.04,pass the time by engaging in some activity,kill.04_7,the afternoon killed the daylightsoutofme ,49.0,54.46976852416992,0.8
1245,murder,murder.01,cause to die,murder.01_7,the man murdered the kitten ,51.0,43.756744384765625,0.8
1246,know,know.01,"be cognizant of, realize",know.01_7,the dog knew the danger ,48.0,32.492958068847656,0.8
1247,know,know.02,kennen,know.02_7,the sun knew the heatwave ,49.0,55.86363983154297,0.8
1248,know,know.03,"have an ability, skill, or know-how",know.03_7,the pilot knew the airplane ,48.0,44.68304443359375,0.8
1249,know,know.04,"recognize, differentiate",know.04_7,the cashier knew the woman ,49.0,47.23988723754883,0.8
1250,know,know.05,"Biblical sense, to have sex with",know.05_7,the following knew the other ,51.0,79.6317367553711,0.8
1251,understand,understand.01,"understand, comprehending",understand.01_7,the child understood the question ,48.0,28.615039825439453,0.8
1252,meet,meet.01,"arrive at, achieve",meet.01_7,the meeting met the required ,48.0,44.96500015258789,0.8
1253,meet,meet.02,"kennenlernen-- come upon, become acquainted with initially",meet.02_7,the newcomer met the other ,49.0,47.775482177734375,0.8
1254,meet,meet.03,"get together (with), come together spatially, get together",meet.03_7,the two met the bosses ,48.0,42.937320709228516,0.8
1255,meet,meet.05,"answer, respond to",meet.05_7,the meeting met the challenge ,48.0,44.70818328857422,0.8
1256,encounter,encounter.01,to meet unexpectedly,encounter.01_7,the police encountered the suspects ,48.0,34.15839385986328,0.8
1257,pass,pass.01,bill becomes law,pass.01_7,the bill passed the lowerhouseandupperhousesoftheparliamentonthedatesofxxxxxxxandyyyyyyyrespectivelyandeffective,57.0,79.94397735595703,0.8
1258,pass,pass.02,overtake,pass.02_7,the car passed the othercarinitslane ,48.0,44.2060546875,0.8
1259,pass,pass.04,allow to go by,pass.04_7,the bus passed the carnival ,48.0,37.31861114501953,0.8
1260,pass,pass.05,give,pass.05_7,the waiter passed the saltedbuttertohiscustomerintheplasticdishandthencollecteditfromhimafterhewasdonewithit ,48.0,93.4861068725586,0.8
1261,pass,pass.08,push through a passage (like a clot),pass.08_7,the blood passed the blocked ,48.0,42.81758499145508,0.8
1262,toss,toss.01,"throw randomly or toss dough, glances, throw randomly, throwing, perhaps underhand or casually",toss.01_7,the doughnut tossed the airborne ,49.0,45.32579803466797,0.8
1263,pinch,pinch.01,squeeze tightly to cause pain,pinch.01_7,the door pinched the childrensfingerswhenitwasopenedbyamistakeandtheycriedoutloudwithpainasitislam,49.0,92.30372619628906,0.8
