verb,sense,sense_id,sentence_id,sentence,seed,surprisal
shoot,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot8,shoot8_5,the sunset shot the rockswithgoldenlight ,46.0,58.485774993896484
shove,push or force something or someone into a place or position using physical force.,shove1,shove1_5,the dog shoved the doorbellbellwithhisnoseandthenranawayasfastasthepoodlecouldgo ,46.0,81.48387908935547
shove,"force someone to do something they do not want to do, often using physical force or coercion.",shove2,shove2_5,the sheriff shoved the prisonerinacellforhisownsafety ,47.0,54.572174072265625
shove,"insert or introduce something into a space or situation, often with a sense of force or urgency.",shove3,shove3_5,the doctor shoved the syringefulofanestheticintoherarmandwaitedfortheeffectsotoappearinherfaceandbody,46.0,85.702880859375
shove,urge or encourage someone to do something with vigor or enthusiasm.,shove4,shove4_5,the president shoved the taxpayers ,46.0,37.525917053222656
shove,move something or someone out of the way using physical force.,shove5,shove5_5,the bully shoved the boyintoacomerowoflockers ,46.0,57.179683685302734
slap,to strike someone with an open hand often with a loud noise and a bit of force,slap1,slap1_5,the slapstickest slapped the slapperingest ,46.0,84.22473907470703
stab,to pierce or penetrate something with a sharp object such as a knife or a sword,stab1,stab1_5,the victim stabbed the criminalistallyanewscom ,47.0,62.845603942871094
stretch,to extend or elongate something such as a piece of fabric or a persons limbs by pulling or drawing it in various directions,stretch1,stretch1_5,the dog stretched the ropeyarn ,46.0,43.31718826293945
toss,to throw or hurl something carelessly or casually often with a sense of playfulness or indifference,toss1,toss1_5,the babies tossed the cakeyardsidewaysasifitwerenothingimportantanditwasallforfun ,47.0,89.37423706054688
understand,comprehend,understand1,understand1_5,the phrase understood the matter ,47.0,44.48306655883789
understand,interpret,understand2,understand2_5,the politician understood the questionersobviouslyheatedrhetoricasapoliticalattackonhimselfandhisparty ,47.0,91.83493041992188
understand,appreciate,understand3,understand3_5,the audience understood the performance ,48.0,27.737804412841797
understand,embrace,understand4,understand4_5,the woman understood the idea ,47.0,31.38887596130371
understand,penetrate,understand5,understand5_5,the government understood the unemploymentproblems ,47.0,64.51762390136719
understand,clarify,understand6,understand6_5,the doctor understood the symptoms ,49.0,28.195158004760742
write,to record or put something in written form,write1,write1_5,the letterheads wrote the letter ,46.0,41.37145233154297
abuse,physical abuse,abuse1,abuse1_6,the policewoman abused the manhandlingofthedetaineeintoacellinfrontoftheotherdetaineesandstaff,48.0,84.54299926757812
abuse,emotional abuse,abuse2,abuse2_6,the girlfriend abused the boyfriend ,49.0,30.690021514892578
abuse,sexual abuse,abuse3,abuse3_6,the priest abused the boy ,48.0,26.230937957763672
abuse,financial abuse,abuse4,abuse4_6,the fraudster abused the elderlyladywithinhertrustandstoleherpensionmoneyofferedherinvestmentswhich,47.0,88.54580688476562
abuse,substance abuse,abuse5,abuse5_6,the drugs abused the girlfriend ,47.0,75.34961700439453
abuse,power abuse,abuse6,abuse6_6,the policeman abused the powerfulness ,47.0,57.96864318847656
allow,to give permission or approval for something to happen or be done,allow1,allow1_6,the manager allowed the team ,48.0,41.207027435302734
approve,to endorse or support something,approve1,approve1_6,the jury approved the verdict ,47.0,40.690895080566406
approve,to officially sanction or ratify something,approve2,approve2_6,the court approved the merger ,47.0,29.26546859741211
approve,to be satisfied with something,approve3,approve3_6,the mother approved the way ,47.0,46.09113311767578
approve,to accept or ratify a decision or action,approve4,approve4_6,the committee approved the budgetary ,48.0,45.207096099853516
beat,defeat,beat1,beat1_6,the homecomingcomingking beat the visitingking ,49.0,54.362220764160156
beat,conquer,beat2,beat2_6,the challenger beat the reigning ,49.0,41.337745666503906
beat,overpower,beat3,beat3_6,the battered beat the pitcher ,47.0,85.43294525146484
beat,exhaust,beat4,beat4_6,the car beat the driver ,48.0,42.69978332519531
beat,intimidate,beat5,beat5_6,the bully beat the newbie ,48.0,45.07205581665039
beat,physically harm,beat6,beat6_6,the woman beat the child ,47.0,26.65549087524414
belt,fasten,belt1,belt1_6,the belt belted the jeans ,48.0,40.401580810546875
belt,strike,belt2,belt2_6,the attacker belted the victim ,47.0,37.7100944519043
belt,surround,belt3,belt3_6,the desert belted the cityscape ,47.0,62.144493103027344
belt,win,belt4,belt4_6,the team belted the other ,48.0,34.962730407714844
belt,tighten,belt5,belt5_6,the police belted the suspects ,49.0,44.279640197753906
box,to pack or contain something in a box,box1,box1_6,the company boxed the televisionespeciallyforexporttothesouthamericancountriesinordertoavoidtaxesonimportationofgoodsint,47.0,88.56037902832031
break,to shatter or shake apart,break1,break1_6,the glass broke the boxer ,48.0,64.22958374023438
break,to cause to separate or divide,break2,break2_6,the breakingof broke the breakinjuredwoundshebrokehisfingerbrokenglassbrokenheartedshewasbrokensp,48.0,146.959228515625
break,to interrupt or disrupt,break3,break3_6,the radio broke the silence ,49.0,40.08733367919922
break,to exhaust or deplete,break4,break4_6,the film broke the boxoffice ,47.0,34.14093017578125
break,to change or alter,break5,break5_6,the computer broke the password ,47.0,31.218935012817383
break,to violate or disobey,break6,break6_6,the teacher broke the rule ,47.0,27.981355667114258
build,construct,build1,build1_6,the engineers built the bridge ,49.0,25.429149627685547
build,develop,build2,build2_6,the relationship built the foundations ,47.0,67.4692611694336
build,establish,build3,build3_6,the school built the foundation ,49.0,47.271644592285156
build,improve,build4,build4_6,the government built the roads ,48.0,29.979907989501953
build,create,build5,build5_6,the construction built the house ,49.0,33.72611618041992
burn,consume or destroy by fire,burn1,burn1_6,the sun burned the paperwork ,47.0,50.536529541015625
burn,cause to feel intense heat or pain,burn2,burn2_6,the sun burned the skinniest ,48.0,49.53180694580078
burn,char or scorch the surface of something,burn3,burn3_6,the sun burned the grass ,48.0,24.533349990844727
burn,use up or exhaust a resource,burn4,burn4_6,the fire burned the woodstove ,48.0,39.42779541015625
burn,"experience a strong emotion, such as anger or passion",burn5,burn5_6,the judge burned the criminals ,47.0,51.106422424316406
burn,"move quickly and intensely, as if fueled by fire",burn6,burn6_6,the sun burned the sky ,48.0,44.21526336669922
burn,have a strong desire or craving,burn7,burn7_6,the babies burned the candlelights ,47.0,80.95829772949219
button,the act of pressing a button,button1,button1_6,the woman buttoned the last ,47.0,45.92212677001953
cast,to throw or project something,cast1,cast1_6,the old cast the reels ,47.0,65.65630340576172
cast,to assign a role or part to someone,cast2,cast2_6,the casting cast the leadactortoplaythepartofthesheriffintheplayinquestion ,47.0,92.0166244506836
cast,to vote or elect someone,cast3,cast3_6,the candidate cast the winninglyestablishmentarianismvoteeverinthatareaofvotingbygettingthehighestnumberofvotespossibleto,47.0,117.89987182617188
cast,to shape or form something using a mold or a cast,cast4,cast4_6,the sculptor cast the statueinclayandbronze ,48.0,47.08649444580078
cast,to predict or prophesy something,cast5,cast5_6,the prognosticator cast the outcome ,47.0,44.075904846191406
catch,seize or take hold of something physically,catch1,catch1_6,the dog caught the stick ,51.0,26.121862411499023
catch,"identify or detect something, such as an error or a mistake",catch2,catch2_6,the secretary caught the mistake ,47.0,29.43413543701172
catch,prevent or stop something from happening or continuing,catch3,catch3_6,the firemen caught the firehouse ,48.0,39.58370590209961
catch,"obtain or acquire something, such as a disease or an emotion",catch4,catch4_6,the novel caught the readerlyeattentionofreadersaroundtheworldwithitsfascinatingportrayalofaframedupmurder,47.0,94.32698059082031
catch,"experience or undergo something, such as a feeling or a situation",catch5,catch5_6,the ball caught the runneroutrightlyfairlyrightfullyrightfullyrightlywellwronglyunfairlyfairlycorrectlyincorrect,47.0,92.25830078125
chip,the act of breaking or cracking something into small pieces especially a hard or brittle substance,chip1,chip1_6,the breaking chipped the glass ,47.0,34.605690002441406
chop,to cut or slice something using a sharp instrument such as a knife or axe,chop1,chop1_6,the carpenter chopped the wood ,49.0,26.690044403076172
chuck,to throw or hurl something away or out of ones hand or from a place,chuck1,chuck1_6,the man chucked the broken ,48.0,42.15486145019531
clean,to remove dirt stains or impurities from a surface or object using a cleaning agent water or other means,clean1,clean1_6,the doctor cleaned the wound ,47.0,38.991600036621094
clear,to remove something that is blocking or obscuring the view or understanding of something else,clear1,clear1_6,the word cleared the windscreen ,47.0,60.44419860839844
coat,to cover or layer something with a substance such as paint varnish or a protective coating,coat1,coat1_6,the floor coated the bricks ,47.0,40.61106872558594
cover,protect or shield,cover1,cover1_6,the fireman covered the womaninhidingwithhiscoatsoashecouldescapeunseenfromthesceneofthefire ,47.0,75.75625610351562
cover,conceal or hide,cover2,cover2_6,the sunlight covered the moonlit ,48.0,53.556705474853516
cover,enclose or surround,cover3,cover3_6,the tablecloth covered the table ,47.0,27.843826293945312
cover,touch or reach,cover4,cover4_6,the tree covered the house ,48.0,38.70238494873047
cover,prevent or hinder,cover5,cover5_6,the sunlight covered the pathway ,48.0,36.76641845703125
cover,provide for,cover6,cover6_6,the school covered the cost ,47.0,44.36197280883789
crash,"to collide violently, especially with a loud noise",crash1,crash1_6,the plane crashed the carrion ,47.0,83.96823120117188
crash,"to cause something to fail or malfunction, often suddenly and unexpectedly",crash2,crash2_6,the company crashed the systematicaticaticallyaticaticalticallyaticallyaticalltyatticismaticallyaticticlyaticityaticallyattic,47.0,102.18791198730469
crash,to overwhelm or overpower someone emotionally or physically,crash3,crash3_6,the girlfriend crashed the footballer ,47.0,46.177650451660156
crash,to cause a party or event to fail or end prematurely,crash4,crash4_6,the singer crashed the wedding ,47.0,29.307851791381836
crash,to cause a stock market or financial system to collapse or experience a sudden and significant decline,crash5,crash5_6,the bubble crashed the firsttimein ,47.0,66.15946960449219
draw,"draw as in ""to pull or drag something""",draw1,draw1_6,the boy drew the curtains ,49.0,26.678478240966797
draw,"draw as in ""to create a picture or diagram""",draw2,draw2_6,the children drew the animals ,47.0,44.016727447509766
draw,"draw as in ""to attract or entice someone""",draw3,draw3_6,the youngsters drew the oldstersintoattendingtheirconcertsbyofferingthemfreeadmissionandcandybarsfromtheconcess,47.0,92.87391662597656
draw,"draw as in ""to involve or engage someone in a situation""",draw4,draw4_6,the decision drew the teammatesintoanembarrassingdispute ,47.0,60.12948226928711
draw,"draw as in ""to take or receive something, such as a prize or reward""",draw5,draw5_6,the artist drew the praiseandawardofhisfellowartistsforthebeautyofhispaintingsandsculpturesinthatyear,47.0,75.6875
drop,drop (something) off,drop1,drop1_6,the sentence dropped the booklet ,48.0,73.75182342529297
drop,drop (something) off a list or schedule,drop2,drop2_6,the doctor dropped the patient ,48.0,40.989837646484375
drop,drop (something) on someone or something,drop3,drop3_6,the wording dropped the cake ,48.0,82.57984924316406
drop,drop (something) in (a place),drop4,drop4_6,the bakery dropped the biscuit ,47.0,51.05906677246094
drop,drop (something) on (a place),drop5,drop5_6,the ball dropped the other ,48.0,49.15294647216797
drop,drop (something) with (a person or thing),drop6,drop6_6,the boy dropped the book ,48.0,27.442657470703125
earn,to gain or receive something in return for ones efforts or services,earn1,earn1_6,the footballers earned the clubs ,47.0,60.76444625854492
encounter,meet or come across something or someone unexpectedly,encounter1,encounter1_6,the soldiers encountered the enemy ,47.0,29.648700714111328
encounter,"experience or undergo something, especially an unpleasant or challenging situation",encounter2,encounter2_6,the actor encountered the worststagefrighthehadeverexperiencedinhislifeatthedressrehearsalforhisfirstmajorroleas,47.0,72.20502471923828
encounter,"come into contact with something or someone, often with the implication of a physical or sensory experience",encounter3,encounter3_6,the carpet encountered the tablecloth ,47.0,43.869110107421875
encounter,deal with or solve a problem or challenge,encounter4,encounter4_6,the police encountered the criminal ,48.0,47.744956970214844
fetch,to go and bring back something often something that is located at a distance or in a different place,fetch1,fetch1_6,the dog fetched the bone ,54.0,24.351337432861328
fight,the act of fighting against someone or something,fight1,fight1_6,the boxers fought the rounder ,47.0,42.144256591796875
fire,to dismiss or release someone from a job or position,fire1,fire1_6,the president fired the secretary ,49.0,39.247528076171875
fold,fold (something) in a specific way,fold1,fold1_6,the old folded the newspaper ,47.0,76.90998077392578
fold,fold (something) over,fold2,fold2_6,the chef folded the sheetpancakewithapplesoverandputitintheovenforaboutanhouroruntilitwasdoneanddeliciouslooking,47.0,88.39369201660156
fold,fold (something) together,fold3,fold3_6,the foldable folded the tablecloths ,48.0,63.89244842529297
fold,fold (something) up,fold4,fold4_6,the kids folded the chairboards ,47.0,39.9344367980957
fold,fold (something) over on itself,fold5,fold5_6,the caterpillar folded the piecepaperinhalfandwentoutside ,47.0,65.7776870727539
grab,to take hold of something firmly often with ones hands or arms,grab1,grab1_6,the children grabbed the bagpipes ,47.0,49.14494323730469
hack,to manipulate or control something using a computer or other digital technology,hack1,hack1_6,the teenager hacked the schoolteacher ,47.0,65.07171630859375
hack,to bypass security measures or gain unauthorized access to a system or network,hack2,hack2_6,the hacker hacked the passwordednetworkofthesecurityfirmheworkedforandthenbrokeintothecorporaterecordsfor,47.0,84.2121810913086
hack,"to modify or customize something, often in a creative or unconventional way",hack3,hack3_6,the young hacked the gameplay ,47.0,82.66539001464844
hack,to solve a problem or challenge in an innovative or outside-the-box way,hack4,hack4_6,the guys hacked the projectileproofingsoftwareandmadeitlaunchanewprojectileatdoublethespeedofaheadonbulletwithan,47.0,119.29527282714844
hack,"to experiment or tinker with something, often in a playful or exploratory manner",hack5,hack5_6,the author hacked the softwarecodecodingcodexcodewordcodewordcodicodificationcodifiercodifiedcodifyingcodifiescodifycodex,47.0,103.78413391113281
hit,strike or collide with something,hit1,hit1_6,the ball hit the fence ,55.0,21.99458122253418
hit,reach or affect something,hit2,hit2_6,the storm hit the coastalregionon ,48.0,58.89128875732422
hit,play a musical note,hit3,hit3_6,the clarinet hit the highest ,47.0,48.59181213378906
hit,be popular or successful,hit4,hit4_6,the latest hit the movieatresis ,47.0,80.95297241210938
hit,use violence or force,hit5,hit5_6,the police hit the carjackers ,48.0,33.51637649536133
hit,cause a reaction or response,hit6,hit6_6,the words hit the page ,47.0,32.14722442626953
hit,fulfill a requirement or expectation,hit7,hit7_6,the lawsuit hit the companyaandnbspwhereitcountsaandndashtheyhadtopayaandsixfiguresettlementaandndashtoac,47.0,92.69087982177734
insult,to hurt or offend someone with a word or action intentionally or unintentionally,insult1,insult1_6,the guy insulted the waitress ,47.0,30.03179931640625
kick,to strike or forcefully push something with ones foot,kick1,kick1_6,the football kicked the wall ,51.0,40.07523727416992
kill,cause death,kill1,kill1_6,the police killed the robber ,48.0,25.96339225769043
kill,end or terminate,kill2,kill2_6,the program killed the processses ,48.0,40.53089141845703
kill,remove or destroy,kill3,kill3_6,the company killed the projector ,48.0,47.61566162109375
kill,ruin or spoil,kill4,kill4_6,the rain killed the picnic ,48.0,40.99603271484375
know,recognize or be familiar with,know1,know1_6,the wording knew the feeling ,50.0,69.76465606689453
know,be aware of,know2,know2_6,the judge knew the jury ,47.0,60.38764953613281
know,understand or comprehend,know3,know3_6,the kids knew the answerwasnteasytofindout ,47.0,78.1507568359375
know,have knowledge of,know4,know4_6,the dog knew the trick ,48.0,29.698692321777344
know,be acquainted with,know5,know5_6,the child knew the answer ,47.0,47.43679428100586
know,be conscious of,know6,know6_6,the man knew the doorbellringing ,48.0,44.38971710205078
launch,start or begin something,launch1,launch1_6,the project launched the newest ,52.0,51.897300720214844
launch,set in motion or put into action,launch2,launch2_6,the launchingofanewproductontoamarketisasignificantundertakingforsomecompaniesthatdonotwishtofailure,50.0,79.43206024169922
launch,send or propel something forward,launch3,launch3_6,the missile launched the shuttlecraft ,47.0,51.94229507446289
launch,begin an attack or offensive,launch4,launch4_6,the country launched the operation ,47.0,43.84348678588867
launch,launch a legal action,launch5,launch5_6,the plaintiffs launched the lawsuit ,51.0,41.68572235107422
mail,to send something typically a letter or package through the postal service,mail1,mail1_6,the police mailed the stolen ,49.0,43.33372116088867
meet,encounter face-to-face,meet1,meet1_6,the two met the daystheydinedtogetheronethingtheymetalasagreatfriendwhomtheyhadneverbeforeencountered,48.0,103.24590301513672
meet,become acquainted with,meet2,meet2_6,the two met the daylong ,48.0,57.31121063232422
meet,satisfy a condition or requirement,meet3,meet3_6,the lawsuit met the legaleseesqueaestheticismaluexpectationstioningtestamonytesolutiontsotalitytot,47.0,136.69215393066406
meet,experience or undergo something,meet4,meet4_6,the book met the highest ,47.0,50.640281677246094
meet,talk or communicate with someone,meet5,meet5_6,the two met the daytona ,48.0,55.71963882446289
meet,have a meeting or appointment,meet6,meet6_6,the company met the deadline ,47.0,49.16203308105469
murder,to kill someone in a deliberate and premeditated way often with malice aforethought,murder1,murder1_6,the murderer murdered the witnesses ,48.0,32.71860122680664
pass,transfer (physical object or information),pass1,pass1_6,the computer passed the datafilesharewarecompassionatepatiencepatientpatienceperseverancepoisepoisedpoisepolitelyport,47.0,98.31432342529297
pass,move past (physical location or time),pass2,pass2_6,the ship passed the rocky ,47.0,33.289146423339844
pass,complete successfully (test or challenge),pass3,pass3_6,the boy passed the test ,49.0,25.020252227783203
pass,survive or endure (difficult situation),pass4,pass4_6,the president passed the crisis ,47.0,43.76600646972656
pass,transfer ownership or responsibility (rights or property),pass5,pass5_6,the wording passed the landowners ,47.0,62.77445983886719
phone,to phone someone means to contact them by phone to call them on the phone,phone1,phone1_6,the other phoned the stationmaster ,47.0,67.31204223632812
pinch,to squeeze or grasp something tightly between ones fingers or thumb and a finger or thumb board,pinch1,pinch1_6,the wicketkeeper pinched the ball ,47.0,43.742225646972656
pitch,to propose or suggest an idea or plan to someone,pitch1,pitch1_6,the governor pitched the ideaofamultipletaxcutsforthestateoftennesseeintheupcomingbudgetlegislationbutdid,47.0,87.15723419189453
pitch,"to throw or hurl something, especially a ball or other object",pitch2,pitch2_6,the pitcher pitched the baseballsaltosatellitesstrikeoutstrikeoutsballsscoreshomerunshomebasehomebasest,48.0,98.82453918457031
pitch,"to set or adjust the tone or pitch of something, such as a musical instrument or a machine",pitch3,pitch3_6,the organist pitched the piano ,47.0,39.88710021972656
pitch,"to place or position something at a certain angle or height, such as a tent or a camping hammock",pitch4,pitch4_6,the pitched pitched the tenttenttentatopofmountainmountaintopofmountainmountainmountaintopmountainmount,48.0,100.96239471435547
pitch,"to sell or offer something, especially a product or service",pitch5,pitch5_6,the salesperson pitched the ideaofacomplicatedcomputerprogramtothemanagerofthecompanyinanattempttosellitandmake,51.0,75.29541778564453
pitch,"to test the depth or soundness of something, such as a well or a mine shaft",pitch6,pitch6_6,the miners pitched the newestshaftsafelybeforebeginningproduction ,48.0,63.854305267333984
pitch,"to tilt or slant something, such as a surface or a line",pitch7,pitch7_6,the topography pitched the housesleeperlysideslopewiseaslantslantslopeslopilydipslopedipingdippedsid,47.0,116.32948303222656
pitch,"to move or travel at a certain speed or angle, especially through the air",pitch8,pitch8_6,the plane pitched the planepitchedat ,48.0,84.8450698852539
place,to put or set something in a particular location or position,place1,place1_6,the officer placed the handcuffson ,47.0,52.25025177001953
post,place or position something,post1,post1_6,the postman posted the letters ,48.0,29.203838348388672
post,send or transmit information,post2,post2_6,the postmaster posted the listings ,48.0,39.29656982421875
post,publish or make available,post3,post3_6,the paper posted the results ,49.0,58.51685333251953
post,assign or allocate,post4,post4_6,the nouns posted the verb ,47.0,74.86530303955078
post,place under surveillance,post5,post5_6,the spyware posted the targeted ,55.0,59.16077423095703
push,to apply force to something to move it or keep it moving,push1,push1_6,the wind pushed the sailboat ,48.0,36.39549255371094
push,to urge or encourage someone to do something,push2,push2_6,the salesman pushed the customer ,49.0,41.09703826904297
push,to promote or advocate for something,push3,push3_6,the candidate pushed the idea ,49.0,43.8670654296875
push,to introduce or present something to someone,push4,push4_6,the manager pushed the idea ,48.0,28.522300720214844
push,to communicate or transmit information to someone,push5,push5_6,the newspaper pushed the story ,47.0,40.54534912109375
reach,physical reach,reach1,reach1_6,the horse reached the barrel ,47.0,43.02293395996094
reach,metaphorical reach,reach2,reach2_6,the poet reached the skyline ,47.0,51.90697479248047
reach,cognitive reach,reach3,reach3_6,the youngster reached the age ,47.0,38.08934020996094
reach,emotional reach,reach4,reach4_6,the film reached the heartsofmanyviewerswhohadlivedthroughtheseventyfivyearsandwerefamiliarwithmuchoft,48.0,80.2705078125
reach,physical distance,reach5,reach5_6,the building reached the opposite ,47.0,51.58429718017578
recall,bring to mind or remember,recall1,recall1_6,the scent recalled the timewekspentinhergrandmotherssummerhouseonthecoastofscotlandwithherdogs,47.0,107.22742462158203
recall,regain consciousness or control,recall2,recall2_6,the patient recalled the eventsleadinguptohisfaintatthedentistofficeasbeingquiteordinaryanduneventful ,48.0,84.09422302246094
recall,retrieve or regain possession of something,recall3,recall3_6,the policewoman recalled the moneybag ,48.0,41.51984405517578
recall,withdraw or take back something,recall4,recall4_6,the company recalled the defectiveproduct ,48.0,35.44363021850586
recall,restore or revive a memory or skill,recall5,recall5_6,the passage recalled the daytrip ,47.0,48.197853088378906
remove,to take something away or to take something out of a place,remove1,remove1_6,the government removed the subsidyonwheat ,47.0,49.648475646972656
roll,to cause something to move or rotate by turning or rotating it oneself,roll1,roll1_6,the man rolled the ballonwards ,48.0,39.608585357666016
sack,to force someone to leave their job or position often due to poor performance or misconduct,sack1,sack1_6,the teacher sacked the student ,49.0,40.57227325439453
save,store or preserve something for future use,save1,save1_6,the nurses saved the medications ,47.0,37.08018112182617
save,prevent something from harm or danger,save2,save2_6,the child saved the butterfly ,47.0,32.85828399658203
save,spend less than one expects to spend,save3,save3_6,the trip saved the company ,47.0,46.94458770751953
save,preserve or maintain something in its current state,save4,save4_6,the only saved the plantations ,47.0,61.8171272277832
save,convert or transform something,save5,save5_6,the movie saved the novelistfromfailureasapublishedwriter ,47.0,61.750919342041016
see,perceive with the eyes,see1,see1_6,the dog saw the bone ,51.0,25.99209213256836
see,understand or comprehend,see2,see2_6,the lawyer saw the needlessness ,47.0,44.292335510253906
see,detect or notice,see3,see3_6,the nouns saw the thief ,47.0,87.93234252929688
see,envision or imagine,see4,see4_6,the thoughtlessnessofleisurelylifeinpursuitofselfishendswasnotthefashionablestyleforanarmyo,47.0,124.33515167236328
see,observe or witness,see5,see5_6,the student saw the teacher ,49.0,28.400365829467773
sense,perceive,sense1,sense1_6,the youngsters sensed the scarynessnessnessessssssssssssssssssssssssssssssssssssssssss,47.0,75.212158203125
sense,understand,sense2,sense2_6,the audience sensed the directorships ,47.0,66.10934448242188
sense,make sense,sense3,sense3_6,the governmental sensed the people ,47.0,71.71170806884766
sense,have a sense of,sense4,sense4_6,the people sensed the danger ,47.0,46.27507781982422
sense,be sensible,sense5,sense5_6,the child sensed the danger ,48.0,46.43354415893555
set,place or locate,set1,set1_6,the teacher set the paperweight ,48.0,33.399574279785156
set,arrange or organize,set2,set2_6,the teacher set the chairs ,50.0,37.50750732421875
set,determine or fix,set3,set3_6,the manager set the prices ,47.0,29.770084381103516
set,put into a particular state or condition,set4,set4_6,the teacher set the problem ,48.0,38.64063262939453
set,assign or allocate,set5,set5_6,the software set the memoryfreeceilingto ,47.0,63.524269104003906
shape,to give it a particular form or figure to mold or fashion it into a specific shape or design,shape1,shape1_6,the artist shaped the clay ,53.0,38.864219665527344
shoot,shoot (photography) - to take a photograph using a camera.,shoot1,shoot1_6,the reporter shot the event ,49.0,31.099590301513672
shoot,shoot (video) - to record a video using a camera or other recording device.,shoot2,shoot2_6,the shooter shot the footage ,49.0,34.15885925292969
shoot,"shoot (firearm) - to discharge a firearm, such as a gun or a rifle.",shoot3,shoot3_6,the shooter shot the victim ,48.0,39.67420959472656
shoot,shoot (projectile) - to launch or propel something using a device such as a catapult or a slingshot.,shoot4,shoot4_6,the catapult shot the stones ,48.0,40.191917419433594
shoot,shoot (computer) - to create or record a video game or other digital content using a computer.,shoot5,shoot5_6,the latest shot the bosses ,47.0,99.76083374023438
shoot,"shoot (speech) - to deliver a speech or presentation, especially in a public setting.",shoot6,shoot6_6,the actor shot the playwrightsplaywrightsplaywrightsplaywrightsplaywrightsplaywrightsplaywright,47.0,62.640663146972656
shoot,"shoot (rapidly) - to move quickly or rapidly, often in a sudden or unexpected manner.",shoot7,shoot7_6,the driver shot the carpetingaheadat ,47.0,68.44281005859375
shoot,"shoot (acquire) - to obtain or gather something, often quickly or suddenly.",shoot8,shoot8_6,the pilot shot the video ,47.0,60.29839324951172
shove,push or force something or someone into a place or position using physical force.,shove1,shove1_6,the cops shoved the protestoraside ,47.0,45.07533264160156
shove,"force someone to do something they do not want to do, often using physical force or coercion.",shove2,shove2_6,the teacher shoved the students ,48.0,41.143768310546875
shove,"insert or introduce something into a space or situation, often with a sense of force or urgency.",shove3,shove3_6,the nurse shoved the thermometer ,47.0,43.83675765991211
shove,urge or encourage someone to do something with vigor or enthusiasm.,shove4,shove4_6,the captain shoved the youngsterahead ,47.0,75.28022003173828
shove,move something or someone out of the way using physical force.,shove5,shove5_6,the children shoved the pileboarders ,47.0,68.03912353515625
slap,to strike someone with an open hand often with a loud noise and a bit of force,slap1,slap1_6,the person slapped the childhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhoodhood,47.0,47.186378479003906
stab,to pierce or penetrate something with a sharp object such as a knife or a sword,stab1,stab1_6,the soldier stabbed the enemy ,48.0,27.130794525146484
stretch,to extend or elongate something such as a piece of fabric or a persons limbs by pulling or drawing it in various directions,stretch1,stretch1_6,the lengthwise stretched the fabric ,47.0,82.00300598144531
toss,to throw or hurl something carelessly or casually often with a sense of playfulness or indifference,toss1,toss1_6,the kid tossed the ball ,49.0,27.666717529296875
understand,comprehend,understand1,understand1_6,the speaker understood the message ,49.0,42.56468963623047
understand,interpret,understand2,understand2_6,the bookstore understood the importanceofthetitleofthisbookandstockedplentyoffcopiesofthefirsteditionofthesamebookw,48.0,96.94093322753906
understand,appreciate,understand3,understand3_6,the doctor understood the patient ,49.0,31.601778030395508
understand,embrace,understand4,understand4_6,the two understood the needtogetmarriedbeforehestartedgraduateschoolinthefallorshelikelywouldneversee,48.0,82.65376281738281
understand,penetrate,understand5,understand5_6,the doctor understood the causeof ,48.0,53.18457794189453
understand,clarify,understand6,understand6_6,the teacher understood the assignment ,51.0,48.728519439697266
write,to record or put something in written form,write1,write1_6,the officer wrote the date ,47.0,31.522842407226562
abuse,physical abuse,abuse1,abuse1_7,the mother abused the children ,51.0,27.50893211364746
abuse,emotional abuse,abuse2,abuse2_7,the waywardness abused the managers ,51.0,95.65008544921875
abuse,sexual abuse,abuse3,abuse3_7,the coach abused the female ,49.0,43.761497497558594
abuse,financial abuse,abuse4,abuse4_7,the government abused the taxpayer ,48.0,45.09206771850586
abuse,substance abuse,abuse5,abuse5_7,the man abused the substance ,48.0,45.286102294921875
abuse,power abuse,abuse6,abuse6_7,the president abused the powerlessness ,48.0,56.40102005004883
allow,to give permission or approval for something to happen or be done,allow1,allow1_7,the parents allowed the children ,49.0,41.62135314941406
approve,to endorse or support something,approve1,approve1_7,the school approved the useofaerosolcanvasesinartclass ,49.0,64.99070739746094
approve,to officially sanction or ratify something,approve2,approve2_7,the bill approved the new ,48.0,44.7069206237793
approve,to be satisfied with something,approve3,approve3_7,the boss approved the newestestestestestestestetsteststesttsewesrtswetsweewertwertes,48.0,105.06513977050781
approve,to accept or ratify a decision or action,approve4,approve4_7,the council approved the plans ,49.0,26.68291473388672
beat,defeat,beat1,beat1_7,the team beat the otherteam ,52.0,39.27745056152344
beat,conquer,beat2,beat2_7,the army beat the invaders ,51.0,40.94688034057617
beat,overpower,beat3,beat3_7,the lion beat the gazelle ,49.0,27.207019805908203
beat,exhaust,beat4,beat4_7,the meeting beat the participants ,49.0,31.2615966796875
beat,intimidate,beat5,beat5_7,the teacher beat the student ,49.0,27.81781768798828
beat,physically harm,beat6,beat6_7,the police beat the criminal ,48.0,27.383527755737305
belt,fasten,belt1,belt1_7,the belted belted the beltless ,49.0,66.28244018554688
belt,strike,belt2,belt2_7,the baseball belted the wall ,49.0,28.339191436767578
belt,surround,belt3,belt3_7,the island belted the sea ,48.0,45.078155517578125
belt,win,belt4,belt4_7,the team belted the first ,51.0,39.124759674072266
